timestamp,cpu_percent,cpu_interrupts,virtual_memory_total,virtual_memory_available,virtual_memory_used,virtual_memory_percent,swap_total,swap_used,swap_percent,disk_usage_total,disk_usage_used,disk_usage_percent,net_bytes_sent,net_bytes_recv
2025-11-07 14:57:28,10.0,164008332,17059594240,5427576832,11632017408,68.2,12348030976,117075967,0.9,511207010304,298876813312,58.5,336611483,27637432292
2025-11-07 14:57:39,9.4,164083514,17059594240,5455810560,11603783680,68.0,12348030976,117075967,0.9,511207010304,298876747776,58.5,336621625,27637450575
2025-11-07 14:57:50,11.0,164163022,17059594240,5436919808,11622674432,68.1,12348030976,117075967,0.9,511207010304,298876747776,58.5,336642449,27637483364
2025-11-07 14:58:01,10.4,164244442,17059594240,5432279040,11627315200,68.2,12348030976,117075967,0.9,511207010304,298876764160,58.5,336665518,27637514240
2025-11-07 14:58:12,51.2,164324060,17059594240,5458419712,11601174528,68.0,12348030976,117075967,0.9,511207010304,298876829696,58.5,336673255,27637531779
2025-11-07 14:58:23,13.3,164403221,17059594240,5453844480,11605749760,68.0,12348030976,117075967,0.9,511207010304,298876829696,58.5,336694625,27637566543
2025-11-07 14:58:34,17.1,164489334,17059594240,5390270464,11669323776,68.4,12348030976,111501311,0.9,511207010304,298876915712,58.5,336710972,27637592258
2025-11-07 14:58:45,10.4,164580332,17059594240,5368651776,11690942464,68.5,12348030976,111501311,0.9,511207010304,298877054976,58.5,336721116,27637611396
2025-11-07 14:58:56,8.8,164657070,17059594240,5397733376,11661860864,68.4,12348030976,111501311,0.9,511207010304,298877583360,58.5,336736430,27637642927
2025-11-07 14:59:07,8.5,164753385,17059594240,5400485888,11659108352,68.3,12348030976,111501311,0.9,511207010304,298877992960,58.5,336742509,27637658521
2025-11-07 14:59:18,8.3,164841162,17059594240,5371011072,11688583168,68.5,12348030976,111501311,0.9,511207010304,298878255104,58.5,336748629,27637671813
2025-11-07 14:59:29,11.8,164932682,17059594240,5349105664,11710488576,68.6,12348030976,111501311,0.9,511207010304,298878390272,58.5,336830111,27637814344
2025-11-07 14:59:40,10.8,165015060,17059594240,5422874624,11636719616,68.2,12348030976,111501311,0.9,511207010304,298878627840,58.5,336851130,27637849687
2025-11-07 14:59:51,9.4,165101592,17059594240,5417435136,11642159104,68.2,12348030976,111501311,0.9,511207010304,298878910464,58.5,336855944,27637866769
2025-11-07 15:00:02,9.1,165193972,17059594240,5350764544,11708829696,68.6,12348030976,111259648,0.9,511207010304,298879115264,58.5,336866129,27637886108
2025-11-07 15:00:13,37.1,165279812,17059594240,5306281984,11753312256,68.9,12348030976,111259648,0.9,511207010304,298879246336,58.5,336873862,27637900734
2025-11-07 15:00:24,13.6,165359993,17059594240,5373382656,11686211584,68.5,12348030976,111259648,0.9,511207010304,298879246336,58.5,336893139,27637936091
2025-11-07 15:00:35,8.7,165440067,17059594240,5358321664,11701272576,68.6,12348030976,111259648,0.9,511207010304,298879311872,58.5,336908451,27637956998
2025-11-07 15:00:46,8.2,165518319,17059594240,5347553280,11712040960,68.7,12348030976,111259648,0.9,511207010304,298879311872,58.5,336914897,27637970140
2025-11-07 15:00:57,30.8,165596364,17059594240,5375565824,11684028416,68.5,12348030976,111259648,0.9,511207010304,298880790528,58.5,336925089,27637989813
2025-11-07 15:01:08,9.6,165676723,17059594240,5365796864,11693797376,68.5,12348030976,111259648,0.9,511207010304,298880749568,58.5,336957098,27638027847
2025-11-07 15:01:19,8.7,165756599,17059594240,5348401152,11711193088,68.6,12348030976,111259648,0.9,511207010304,298880815104,58.5,336964157,27638056424
2025-11-07 15:01:30,8.6,165839258,17059594240,5340065792,11719528448,68.7,12348030976,111259648,0.9,511207010304,298880815104,58.5,336995207,27638116451
2025-11-07 15:01:41,9.9,165918643,17059594240,5364719616,11694874624,68.6,12348030976,111259648,0.9,511207010304,298880749568,58.5,337012027,27638149159
2025-11-07 15:01:52,12.8,166016776,17059594240,5798330368,11261263872,66.0,12348030976,117620736,1.0,511207010304,298880880640,58.5,337021253,27638229297
